indicator_id;indicator_name;iso3;country_name;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;9999;;indicator_id,;indicator_name,;iso3,;country_name,;1990,;1991,;1992,;1993,;1994,;1995,;1996,;1997,;1998,;1999,;2000,;2001,;2002,;2003,;2004,;2005,;2006,;2007,;2008,;2009,;2010,;2011,;2012,;2013,;2014,;2015,;2016,;2017,;9999;indicator_id,indicator_name,iso3,country_name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,9999
137506;Human Development Index (HDI);AZE;Azerbaijan;;;;;;0.612;0.612;0.617;0.626;0.633;0.64;0.648;0.657;0.666;0.674;0.679;0.704;0.709;0.719;0.736;0.74;0.741;0.745;0.752;0.758;0.758;0.757;0.757;0.757;;137506,;Human Development Index (HDI),;AZE,;Azerbaijan,;,;,;,;,;,;0.612,;0.612,;0.617,;0.626,;0.633,;0.64,;0.648,;0.657,;0.666,;0.674,;0.679,;0.704,;0.709,;0.719,;0.736,;0.74,;0.741,;0.745,;0.752,;0.758,;0.758,;0.757,;0.757,;0.757;137506,Human Development Index (HDI),AZE,Azerbaijan,,,,,,0.612,0.612,0.617,0.626,0.633,0.64,0.648,0.657,0.666,0.674,0.679,0.709,0.719,0.736,0.74,0.741,0.745,0.752,0.758,0.758,0.757,0.757,0.757
137506;Human Development Index (HDI);BHS;Bahamas;;;;;;;;;;;0.776;0.779;0.781;0.782;0.784;0.786;0.788;0.789;0.79;0.787;0.789;0.793;0.807;0.807;0.807;0.807;0.806;0.807;0.807;;137506,;Human Development Index (HDI),;BHS,;Bahamas,;,;,;,;,;,;,;,;,;,;,;0.776,;0.779,;0.781,;0.782,;0.784,;0.786,;0.788,;0.789,;0.79,;0.787,;0.789,;0.793,;0.807,;0.807,;0.807,;0.807,;0.806,;0.807,;0.807;137506,Human Development Index (HDI),BHS,Bahamas,,,,,,,,,,,0.776,0.779,0.781,0.782,0.784,0.786,0.789,0.79,0.787,0.789,0.793,0.807,0.807,0.807,0.807,0.806,0.807,0.807
137506;Human Development Index (HDI);BHR;Bahrain;0.746;0.752;0.757;0.765;0.769;0.775;0.778;0.779;0.783;0.786;0.792;0.792;0.791;0.793;0.792;0.791;0.793;0.796;0.796;0.794;0.796;0.798;0.8;0.807;0.81;0.832;0.846;0.846;0.846;;137506,;Human Development Index (HDI),;BHR,;Bahrain,;0.746,;0.752,;0.757,;0.765,;0.769,;0.775,;0.778,;0.779,;0.783,;0.786,;0.792,;0.792,;0.791,;0.793,;0.792,;0.791,;0.793,;0.796,;0.796,;0.794,;0.796,;0.798,;0.8,;0.807,;0.81,;0.832,;0.846,;0.846,;0.846;137506,Human Development Index (HDI),BHR,Bahrain,0.746,0.752,0.757,0.765,0.769,0.775,0.778,0.779,0.783,0.786,0.792,0.792,0.791,0.793,0.792,0.791,0.796,0.796,0.794,0.796,0.798,0.8,0.807,0.81,0.832,0.846,0.846,0.846
137506;Human Development Index (HDI);BGD;Bangladesh;0.387;0.394;0.402;0.409;0.417;0.425;0.433;0.442;0.451;0.46;0.468;0.477;0.483;0.49;0.497;0.505;0.513;0.52;0.523;0.535;0.545;0.557;0.566;0.575;0.583;0.592;0.597;0.608;0.608;;137506,;Human Development Index (HDI),;BGD,;Bangladesh,;0.387,;0.394,;0.402,;0.409,;0.417,;0.425,;0.433,;0.442,;0.451,;0.46,;0.468,;0.477,;0.483,;0.49,;0.497,;0.505,;0.513,;0.52,;0.523,;0.535,;0.545,;0.557,;0.566,;0.575,;0.583,;0.592,;0.597,;0.608,;0.608;137506,Human Development Index (HDI),BGD,Bangladesh,0.387,0.394,0.402,0.409,0.417,0.425,0.433,0.442,0.451,0.46,0.468,0.477,0.483,0.49,0.497,0.505,0.52,0.523,0.535,0.545,0.557,0.566,0.575,0.583,0.592,0.597,0.608,0.608
137506;Human Development Index (HDI);BRB;Barbados;0.716;0.718;0.718;0.721;0.727;0.731;0.735;0.74;0.736;0.743;0.752;0.751;0.754;0.759;0.762;0.767;0.772;0.777;0.781;0.783;0.782;0.787;0.795;0.796;0.796;0.797;0.799;0.8;0.8;;137506,;Human Development Index (HDI),;BRB,;Barbados,;0.716,;0.718,;0.718,;0.721,;0.727,;0.731,;0.735,;0.74,;0.736,;0.743,;0.752,;0.751,;0.754,;0.759,;0.762,;0.767,;0.772,;0.777,;0.781,;0.783,;0.782,;0.787,;0.795,;0.796,;0.796,;0.797,;0.799,;0.8,;0.8;137506,Human Development Index (HDI),BRB,Barbados,0.716,0.718,0.718,0.721,0.727,0.731,0.735,0.74,0.736,0.743,0.752,0.751,0.754,0.759,0.762,0.767,0.777,0.781,0.783,0.782,0.787,0.795,0.796,0.796,0.797,0.799,0.8,0.8
137506;Human Development Index (HDI);BLR;Belarus;;;;;;0.657;0.661;0.667;0.671;0.676;0.683;0.689;0.696;0.705;0.715;0.725;0.741;0.757;0.774;0.784;0.792;0.798;0.803;0.804;0.807;0.805;0.805;0.808;0.808;;137506,;Human Development Index (HDI),;BLR,;Belarus,;,;,;,;,;,;0.657,;0.661,;0.667,;0.671,;0.676,;0.683,;0.689,;0.696,;0.705,;0.715,;0.725,;0.741,;0.757,;0.774,;0.784,;0.792,;0.798,;0.803,;0.804,;0.807,;0.805,;0.805,;0.808,;0.808;137506,Human Development Index (HDI),BLR,Belarus,,,,,,0.657,0.661,0.667,0.671,0.676,0.683,0.689,0.696,0.705,0.715,0.725,0.757,0.774,0.784,0.792,0.798,0.803,0.804,0.807,0.805,0.805,0.808,0.808
137506;Human Development Index (HDI);BEL;Belgium;0.806;0.81;0.825;0.839;0.845;0.852;0.857;0.862;0.866;0.868;0.873;0.876;0.879;0.882;0.885;0.889;0.896;0.899;0.899;0.899;0.903;0.904;0.905;0.908;0.909;0.913;0.915;0.916;0.916;;137506,;Human Development Index (HDI),;BEL,;Belgium,;0.806,;0.81,;0.825,;0.839,;0.845,;0.852,;0.857,;0.862,;0.866,;0.868,;0.873,;0.876,;0.879,;0.882,;0.885,;0.889,;0.896,;0.899,;0.899,;0.899,;0.903,;0.904,;0.905,;0.908,;0.909,;0.913,;0.915,;0.916,;0.916;137506,Human Development Index (HDI),BEL,Belgium,0.806,0.81,0.825,0.839,0.845,0.852,0.857,0.862,0.866,0.868,0.873,0.876,0.879,0.882,0.885,0.889,0.899,0.899,0.899,0.903,0.904,0.905,0.908,0.909,0.913,0.915,0.916,0.916
137506;Human Development Index (HDI);BLZ;Belize;0.644;0.651;0.657;0.661;0.661;0.662;0.662;0.664;0.666;0.67;0.677;0.679;0.685;0.692;0.696;0.693;0.7;0.699;0.7;0.699;0.699;0.702;0.706;0.705;0.706;0.709;0.709;0.708;0.708;;137506,;Human Development Index (HDI),;BLZ,;Belize,;0.644,;0.651,;0.657,;0.661,;0.661,;0.662,;0.662,;0.664,;0.666,;0.67,;0.677,;0.679,;0.685,;0.692,;0.696,;0.693,;0.7,;0.699,;0.7,;0.699,;0.699,;0.702,;0.706,;0.705,;0.706,;0.709,;0.709,;0.708,;0.708;137506,Human Development Index (HDI),BLZ,Belize,0.644,0.651,0.657,0.661,0.661,0.662,0.662,0.664,0.666,0.67,0.677,0.679,0.685,0.692,0.696,0.693,0.699,0.7,0.699,0.699,0.702,0.706,0.705,0.706,0.709,0.709,0.708,0.708
137506;Human Development Index (HDI);BEN;Benin;0.348;0.354;0.358;0.365;0.368;0.373;0.377;0.381;0.385;0.391;0.398;0.41;0.419;0.426;0.434;0.44;0.447;0.455;0.462;0.468;0.473;0.479;0.489;0.5;0.505;0.508;0.512;0.515;0.515;;137506,;Human Development Index (HDI),;BEN,;Benin,;0.348,;0.354,;0.358,;0.365,;0.368,;0.373,;0.377,;0.381,;0.385,;0.391,;0.398,;0.41,;0.419,;0.426,;0.434,;0.44,;0.447,;0.455,;0.462,;0.468,;0.473,;0.479,;0.489,;0.5,;0.505,;0.508,;0.512,;0.515,;0.515;137506,Human Development Index (HDI),BEN,Benin,0.348,0.354,0.358,0.365,0.368,0.373,0.377,0.381,0.385,0.391,0.398,0.41,0.419,0.426,0.434,0.44,0.455,0.462,0.468,0.473,0.479,0.489,0.5,0.505,0.508,0.512,0.515,0.515
137506;Human Development Index (HDI);BTN;Bhutan;;;;;;;;;;;;;;;;0.51;0.521;0.535;0.543;0.554;0.566;0.575;0.585;0.589;0.599;0.603;0.609;0.612;0.612;;137506,;Human Development Index (HDI),;BTN,;Bhutan,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;0.51,;0.521,;0.535,;0.543,;0.554,;0.566,;0.575,;0.585,;0.589,;0.599,;0.603,;0.609,;0.612,;0.612;137506,Human Development Index (HDI),BTN,Bhutan,,,,,,,,,,,,,,,,0.51,0.535,0.543,0.554,0.566,0.575,0.585,0.589,0.599,0.603,0.609,0.612,0.612
137506;Human Development Index (HDI);BOL;Bolivia (Plurinational State of);0.536;0.543;0.55;0.557;0.564;0.571;0.578;0.58;0.591;0.6;0.608;0.611;0.617;0.621;0.622;0.624;0.63;0.631;0.64;0.647;0.649;0.655;0.662;0.668;0.675;0.681;0.689;0.693;0.693;;137506,;Human Development Index (HDI),;BOL,;Bolivia (Plurinational State of),;0.536,;0.543,;0.55,;0.557,;0.564,;0.571,;0.578,;0.58,;0.591,;0.6,;0.608,;0.611,;0.617,;0.621,;0.622,;0.624,;0.63,;0.631,;0.64,;0.647,;0.649,;0.655,;0.662,;0.668,;0.675,;0.681,;0.689,;0.693,;0.693;137506,Human Development Index (HDI),BOL,Bolivia (Plurinational State of),0.536,0.543,0.55,0.557,0.564,0.571,0.578,0.58,0.591,0.6,0.608,0.611,0.617,0.621,0.622,0.624,0.631,0.64,0.647,0.649,0.655,0.662,0.668,0.675,0.681,0.689,0.693,0.693
137506;Human Development Index (HDI);BIH;Bosnia and Herzegovina;;;;;;;;;;;0.672;0.677;0.683;0.688;0.694;0.7;0.706;0.712;0.719;0.72;0.713;0.721;0.739;0.747;0.754;0.755;0.766;0.768;0.768;;137506,;Human Development Index (HDI),;BIH,;Bosnia and Herzegovina,;,;,;,;,;,;,;,;,;,;,;0.672,;0.677,;0.683,;0.688,;0.694,;0.7,;0.706,;0.712,;0.719,;0.72,;0.713,;0.721,;0.739,;0.747,;0.754,;0.755,;0.766,;0.768,;0.768;137506,Human Development Index (HDI),BIH,Bosnia and Herzegovina,,,,,,,,,,,0.672,0.677,0.683,0.688,0.694,0.7,0.712,0.719,0.72,0.713,0.721,0.739,0.747,0.754,0.755,0.766,0.768,0.768
137506;Human Development Index (HDI);BWA;Botswana;0.581;0.588;0.587;0.585;0.575;0.577;0.571;0.57;0.567;0.566;0.565;0.567;0.566;0.575;0.584;0.596;0.611;0.625;0.639;0.648;0.66;0.673;0.683;0.693;0.701;0.706;0.712;0.717;0.717;;137506,;Human Development Index (HDI),;BWA,;Botswana,;0.581,;0.588,;0.587,;0.585,;0.575,;0.577,;0.571,;0.57,;0.567,;0.566,;0.565,;0.567,;0.566,;0.575,;0.584,;0.596,;0.611,;0.625,;0.639,;0.648,;0.66,;0.673,;0.683,;0.693,;0.701,;0.706,;0.712,;0.717,;0.717;137506,Human Development Index (HDI),BWA,Botswana,0.581,0.588,0.587,0.585,0.575,0.577,0.571,0.57,0.567,0.566,0.565,0.567,0.566,0.575,0.584,0.596,0.625,0.639,0.648,0.66,0.673,0.683,0.693,0.701,0.706,0.712,0.717,0.717
137506;Human Development Index (HDI);BRA;Brazil;0.611;0.615;0.622;0.63;0.64;0.648;0.656;0.664;0.67;0.676;0.684;0.691;0.698;0.695;0.698;0.7;0.702;0.705;0.716;0.718;0.727;0.731;0.736;0.748;0.752;0.757;0.758;0.759;0.759;;137506,;Human Development Index (HDI),;BRA,;Brazil,;0.611,;0.615,;0.622,;0.63,;0.64,;0.648,;0.656,;0.664,;0.67,;0.676,;0.684,;0.691,;0.698,;0.695,;0.698,;0.7,;0.702,;0.705,;0.716,;0.718,;0.727,;0.731,;0.736,;0.748,;0.752,;0.757,;0.758,;0.759,;0.759;137506,Human Development Index (HDI),BRA,Brazil,0.611,0.615,0.622,0.63,0.64,0.648,0.656,0.664,0.67,0.676,0.684,0.691,0.698,0.695,0.698,0.7,0.705,0.716,0.718,0.727,0.731,0.736,0.748,0.752,0.757,0.758,0.759,0.759
137506;Human Development Index (HDI);BRN;Brunei Darussalam;0.782;0.787;0.792;0.797;0.801;0.805;0.807;0.81;0.812;0.818;0.819;0.82;0.823;0.828;0.834;0.838;0.84;0.84;0.84;0.842;0.842;0.846;0.852;0.853;0.853;0.852;0.852;0.853;0.853;;137506,;Human Development Index (HDI),;BRN,;Brunei Darussalam,;0.782,;0.787,;0.792,;0.797,;0.801,;0.805,;0.807,;0.81,;0.812,;0.818,;0.819,;0.82,;0.823,;0.828,;0.834,;0.838,;0.84,;0.84,;0.84,;0.842,;0.842,;0.846,;0.852,;0.853,;0.853,;0.852,;0.852,;0.853,;0.853;137506,Human Development Index (HDI),BRN,Brunei Darussalam,0.782,0.787,0.792,0.797,0.801,0.805,0.807,0.81,0.812,0.818,0.819,0.82,0.823,0.828,0.834,0.838,0.84,0.84,0.842,0.842,0.846,0.852,0.853,0.853,0.852,0.852,0.853,0.853
137506;Human Development Index (HDI);BGR;Bulgaria;0.694;0.691;0.691;0.69;0.691;0.696;0.702;0.704;0.709;0.708;0.712;0.722;0.729;0.738;0.745;0.75;0.756;0.764;0.771;0.774;0.779;0.782;0.786;0.792;0.797;0.807;0.81;0.813;0.813;;137506,;Human Development Index (HDI),;BGR,;Bulgaria,;0.694,;0.691,;0.691,;0.69,;0.691,;0.696,;0.702,;0.704,;0.709,;0.708,;0.712,;0.722,;0.729,;0.738,;0.745,;0.75,;0.756,;0.764,;0.771,;0.774,;0.779,;0.782,;0.786,;0.792,;0.797,;0.807,;0.81,;0.813,;0.813;137506,Human Development Index (HDI),BGR,Bulgaria,0.694,0.691,0.691,0.69,0.691,0.696,0.702,0.704,0.709,0.708,0.712,0.722,0.729,0.738,0.745,0.75,0.764,0.771,0.774,0.779,0.782,0.786,0.792,0.797,0.807,0.81,0.813,0.813
137506;Human Development Index (HDI);BFA;Burkina Faso;;;;;;;;;;;0.286;0.29;0.296;0.303;0.312;0.324;0.333;0.344;0.357;0.366;0.375;0.385;0.394;0.401;0.405;0.412;0.42;0.423;0.423;;137506,;Human Development Index (HDI),;BFA,;Burkina Faso,;,;,;,;,;,;,;,;,;,;,;0.286,;0.29,;0.296,;0.303,;0.312,;0.324,;0.333,;0.344,;0.357,;0.366,;0.375,;0.385,;0.394,;0.401,;0.405,;0.412,;0.42,;0.423,;0.423;137506,Human Development Index (HDI),BFA,Burkina Faso,,,,,,,,,,,0.286,0.29,0.296,0.303,0.312,0.324,0.344,0.357,0.366,0.375,0.385,0.394,0.401,0.405,0.412,0.42,0.423,0.423
137506;Human Development Index (HDI);BDI;Burundi;0.297;0.3;0.297;0.299;0.298;0.296;0.294;0.296;0.3;0.3;0.303;0.302;0.31;0.316;0.324;0.33;0.35;0.361;0.372;0.387;0.395;0.403;0.408;0.414;0.421;0.418;0.418;0.417;0.417;;137506,;Human Development Index (HDI),;BDI,;Burundi,;0.297,;0.3,;0.297,;0.299,;0.298,;0.296,;0.294,;0.296,;0.3,;0.3,;0.303,;0.302,;0.31,;0.316,;0.324,;0.33,;0.35,;0.361,;0.372,;0.387,;0.395,;0.403,;0.408,;0.414,;0.421,;0.418,;0.418,;0.417,;0.417;137506,Human Development Index (HDI),BDI,Burundi,0.297,0.3,0.297,0.299,0.298,0.296,0.294,0.296,0.3,0.3,0.303,0.302,0.31,0.316,0.324,0.33,0.361,0.372,0.387,0.395,0.403,0.408,0.414,0.421,0.418,0.418,0.417,0.417
137506;Human Development Index (HDI);CPV;Cabo Verde;;;;;;;;;;;0.57;0.575;0.585;0.589;0.592;0.598;0.613;0.619;0.625;0.626;0.629;0.635;0.636;0.642;0.644;0.647;0.652;0.654;0.654;;137506,;Human Development Index (HDI),;CPV,;Cabo Verde,;,;,;,;,;,;,;,;,;,;,;0.57,;0.575,;0.585,;0.589,;0.592,;0.598,;0.613,;0.619,;0.625,;0.626,;0.629,;0.635,;0.636,;0.642,;0.644,;0.647,;0.652,;0.654,;0.654;137506,Human Development Index (HDI),CPV,Cabo Verde,,,,,,,,,,,0.57,0.575,0.585,0.589,0.592,0.598,0.619,0.625,0.626,0.629,0.635,0.636,0.642,0.644,0.647,0.652,0.654,0.654
137506;Human Development Index (HDI);KHM;Cambodia;0.364;0.368;0.373;0.377;0.38;0.387;0.391;0.397;0.402;0.407;0.42;0.434;0.453;0.466;0.478;0.49;0.502;0.513;0.521;0.521;0.537;0.546;0.553;0.56;0.566;0.571;0.576;0.582;0.582;;137506,;Human Development Index (HDI),;KHM,;Cambodia,;0.364,;0.368,;0.373,;0.377,;0.38,;0.387,;0.391,;0.397,;0.402,;0.407,;0.42,;0.434,;0.453,;0.466,;0.478,;0.49,;0.502,;0.513,;0.521,;0.521,;0.537,;0.546,;0.553,;0.56,;0.566,;0.571,;0.576,;0.582,;0.582;137506,Human Development Index (HDI),KHM,Cambodia,0.364,0.368,0.373,0.377,0.38,0.387,0.391,0.397,0.402,0.407,0.42,0.434,0.453,0.466,0.478,0.49,0.513,0.521,0.521,0.537,0.546,0.553,0.56,0.566,0.571,0.576,0.582,0.582
137506;Human Development Index (HDI);CMR;Cameroon;0.44;0.436;0.432;0.426;0.423;0.422;0.422;0.422;0.428;0.426;0.431;0.448;0.451;0.458;0.464;0.466;0.472;0.484;0.492;0.499;0.506;0.515;0.526;0.535;0.543;0.548;0.553;0.556;0.556;;137506,;Human Development Index (HDI),;CMR,;Cameroon,;0.44,;0.436,;0.432,;0.426,;0.423,;0.422,;0.422,;0.422,;0.428,;0.426,;0.431,;0.448,;0.451,;0.458,;0.464,;0.466,;0.472,;0.484,;0.492,;0.499,;0.506,;0.515,;0.526,;0.535,;0.543,;0.548,;0.553,;0.556,;0.556;137506,Human Development Index (HDI),CMR,Cameroon,0.44,0.436,0.432,0.426,0.423,0.422,0.422,0.422,0.428,0.426,0.431,0.448,0.451,0.458,0.464,0.466,0.484,0.492,0.499,0.506,0.515,0.526,0.535,0.543,0.548,0.553,0.556,0.556
